Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
"Kaali Theme - From ""Petta""",Petta (Original Motion Picture Soundtrack),Anirudh Ravichander,10/12/18,65385,41,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.753,0.859,2,-6.135,1,0.0641,0.13,0.402,0.455,0.765,112.519,3
Magic in the Air (feat. Ahmed Chawki),Africainement vôtre,Magic System;Chawki,16/5/14,233693,70,FALSE,"coupé décalé,afro house,moroccan pop",0.621,0.907,2,-3.923,1,0.0474,0.091,0,0.067,0.884,128.056,4
Puthiya Manidha,Enthiran (Original Motion Picture Soundtrack),A.R. Rahman;S. P. Balasubrahmanyam;Khatija Rahman,31/7/10,370581,43,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,telugu pop,kannada pop,devotional,tollywood,sandalwood",0.691,0.599,0,-9.395,0,0.0309,0.138,0.0163,0.367,0.346,114.998,4
Kilimanjaro,Enthiran (Original Motion Picture Soundtrack),A.R. Rahman;Javed Ali;Chinmayi,31/7/10,331125,53,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,qawwali,desi pop,tollywood,marathi pop,telugu pop",0.822,0.709,6,-5.437,0,0.176,0.182,0.00000933,0.0642,0.781,143.965,4
Irumbile Oru Idhaiyam,Enthiran (Original Motion Picture Soundtrack),A.R. Rahman;Lady Kash,31/7/10,314309,58,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,telugu pop,tollywood,tamil hip hop,tamil dance",0.749,0.802,7,-4.086,1,0.0376,0.013,0.000309,0.408,0.659,130.013,4
En Jeevan,Theri (Original Motion Picture Soundtrack),G. V. Prakash;Hariharan;Saindhavi;Vaikom Vijayalakshmi,21/3/16,320234,61,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,bhajan,ghazal,devotional,telugu pop,mollywood,malayalam pop",0.393,0.29,7,-9.136,0,0.0385,0.552,0.00000384,0.54,0.296,179.779,3
En Jeevan,Theri (Original Motion Picture Soundtrack),G. V. Prakash;Hariharan;Saindhavi;Vaikom Vijayalakshmi,21/3/16,320234,61,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,bhajan,ghazal,devotional,telugu pop,mollywood,malayalam pop",0.393,0.29,7,-9.136,0,0.0385,0.552,0.00000384,0.54,0.296,179.779,3
Hey Baby,Raja Rani (Original Motion Picture Soundtrack),G. V. Prakash;Gana Bala;Aishwarya,23/8/13,308413,43,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,tamil indie,bollywood,desi",0.824,0.495,5,-10.321,1,0.443,0.697,0.0000103,0.143,0.748,129.982,4
Chillena,Raja Rani (Original Motion Picture Soundtrack),G. V. Prakash;Clinton Cerejo;Alphonse;Alka Ajith,23/8/13,312360,56,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,bollywood",0.757,0.615,2,-8.42,1,0.0935,0.261,0.0000479,0.0617,0.632,139.935,4
Oday Oday,Raja Rani (Original Motion Picture Soundtrack),G. V. Prakash;Vijay Prakash;Ranina Reddy;Shalmali Kholgade;Shashaa Tirupati,23/8/13,266013,34,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,bollywood,desi,hindi pop",0.8,0.651,4,-7.6,1,0.0758,0.643,0.0000397,0.298,0.656,97.018,4
Thaalathil (Western),Taalam (Original Motion Picture Soundtrack),A.R. Rahman;Vairamuthu Ramasamy;Shobha;Sukhwinder Singh;S. P. Balasubrahmanyam,23/7/99,148357,35,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,telugu pop,kannada pop,devotional,tollywood,sandalwood",0.798,0.718,7,-10.594,1,0.0954,0.253,0.0000112,0.318,0.547,95.019,4
Oru Dheivam Thantha Poove - Male,Kannathil Muthamittal (Original Motion Picture Soundtrack),A.R. Rahman;Vairamuthu;P. Jayachandran;Chinmayi,14/2/02,397946,44,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,tamil dance,malayalam pop,mollywood,tollywood,marathi pop,telugu pop",0.655,0.549,7,-11.419,1,0.031,0.208,0.00000778,0.109,0.49,103.977,4
Kurukku Siruthvalea,Mudhalvan (Original Motion Picture Soundtrack),Hariharan;Mahalakshmi Iyer,31/3/13,398341,55,FALSE,"bhajan,tamil pop,ghazal,kollywood,devotional,telugu pop,bollywood,desi",0.69,0.518,11,-8.843,0,0.0845,0.17,0.00000177,0.382,0.746,76.995,4
Azhagana Rakshasiyea,Mudhalvan (Original Motion Picture Soundtrack),S. P. Balasubrahmanyam;Harini,31/3/13,367203,49,FALSE,"telugu pop,kannada pop,tamil pop,devotional,tollywood,sandalwood,kollywood",0.699,0.497,2,-11.355,1,0.0863,0.146,0.00000338,0.149,0.538,164.928,4
Mudhalvanae,Mudhalvan (Original Motion Picture Soundtrack),S. Janaki;Shankar Mahadevan,31/3/13,392045,47,FALSE,"kannada pop,tamil pop,telugu pop,sandalwood,marathi pop,bollywood,devotional,bhajan,desi,tamil dance",0.821,0.585,7,-9.199,0,0.101,0.12,0,0.336,0.839,134.95,4
Shakalakka Baby,Mudhalvan (Original Motion Picture Soundtrack),Vasundhara Das;Pravin Mani,31/3/13,325564,42,FALSE,"bollywood,tamil indie,tamil dance",0.713,0.591,2,-13.108,1,0.0926,0.00777,0.000271,0.13,0.871,158.1,4
Uppu Karuvaadu,Mudhalvan (Original Motion Picture Soundtrack),Shankar Mahadevan;Kavita Krishnamurthy,31/3/13,334733,48,FALSE,"marathi pop,bollywood,devotional,bhajan,desi,tamil dance,gujarati garba,hindi pop",0.731,0.716,7,-9.865,1,0.0841,0.53,0.0000016,0.233,0.814,99.002,4
En Roja Neeye,"En Roja Neeye (From ""Kushi"") (Malayalam)",Hesham Abdul Wahab,9/5/23,243789,40,FALSE,"mollywood,malayalam pop,tollywood,telugu pop",0.647,0.66,10,-6.623,0,0.0333,0.355,0,0.0696,0.729,95.031,4
"Not Ramaiya Vastavaiya (From ""Jawan"")","Not Ramaiya Vastavaiya (From ""Jawan"")",Anirudh Ravichander;Vishal Dadlani;Shilpa Rao;Kumaar,29/8/23,202556,47,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,bollywood,desi,hindi pop",0.498,0.907,10,-5.165,0,0.0972,0.0387,0,0.303,0.215,132.864,4
"Not Ramaiya Vastavaiya [From ""Jawan""] [TAMIL]","Not Ramaiya Vastavaiya (From ""Jawan"") [TAMIL]",Anirudh Ravichander;Sreerama Chandra;Rakshita Suresh,29/8/23,202556,35,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,bollywood,hindi pop,kannada pop,sandalwood,tamil indie",0.481,0.891,10,-5.407,0,0.0986,0.0252,0.0000013,0.301,0.278,132.898,4
Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),Jasleen Royal;Arijit Singh;Dulquer Salmaan,25/7/23,194857,75,FALSE,"hindi pop,bollywood,desi,gujarati pop,hindi indie,bangla pop,mollywood,malayalam pop",0.728,0.494,6,-9.628,0,0.0256,0.516,0.00384,0.0759,0.558,105.007,4
Thani Oruvan - The Power of One,Thani Oruvan (Original Motion Picture Soundtrack),Hiphop Tamizha;Bobo Shashi,22/7/15,229500,54,FALSE,"tamil hip hop,tamil pop,kollywood,tamil dance,tamil indie,tollywood,telugu pop",0.587,0.931,1,-4.912,0,0.0654,0.723,0.0000155,0.168,0.643,82,4
Kannala Kannala - The Melting Point of Love,Thani Oruvan (Original Motion Picture Soundtrack),Hiphop Tamizha;Kaushik Krish;Padmalatha,22/7/15,215456,69,FALSE,"tamil hip hop,tamil pop,kollywood,tamil dance,tamil indie,tollywood,telugu pop",0.593,0.776,0,-4.343,0,0.0325,0.216,0.0000294,0.329,0.634,81.992,4
Kadhal Cricket - Love (Not Out),Thani Oruvan (Original Motion Picture Soundtrack),Hiphop Tamizha;Kharesma Ravichandran,22/7/15,213775,57,FALSE,"tamil hip hop,tamil pop,kollywood,tamil dance,tamil indie",0.624,0.764,0,-3.724,0,0.0577,0.232,0.00055,0.131,0.961,190.089,4
Theemai Dhaan Vellum - Awakening the Monster,Thani Oruvan (Original Motion Picture Soundtrack),Hiphop Tamizha;Arvind Swamy,22/7/15,212497,60,FALSE,"tamil hip hop,tamil pop,kollywood,tamil dance,tamil indie",0.715,0.655,11,-5.091,0,0.0911,0.8,0.00000258,0.571,0.568,80.012,4
Aasai Peraasai - The Greedy Good,Thani Oruvan (Original Motion Picture Soundtrack),Hiphop Tamizha;Jayam Ravi,22/7/15,155996,39,FALSE,"tamil hip hop,tamil pop,kollywood,tamil dance,tamil indie",0.547,0.818,1,-7.178,1,0.0642,0.87,0.896,0.198,0.277,89.904,4
"Komuram Beemano (From ""Rrr"")","Komuram Beemano (From ""Rrr"")",Kala Bhairava;Maragadhamani;Madan Karky,24/12/21,254197,28,FALSE,"tollywood,telugu pop,tamil pop,kollywood,tamil dance",0.584,0.559,2,-9.669,0,0.0469,0.915,0.000417,0.0859,0.558,163.916,3
"Raamam Raaghavam (From ""Rrr"")","Raamam Raaghavam (From ""Rrr"")",Vijay Prakash;Chandana Bala Kalyan;Charu Hariharan,31/12/21,231093,39,FALSE,"kannada pop,sandalwood,tollywood,telugu pop,tamil pop,kollywood,devotional",0.626,0.795,2,-8.566,1,0.0544,0.485,0.125,0.0861,0.338,120,4
"Natpu (From ""Rrr"")","Natpu (From ""Rrr"")",Anirudh Ravichander;Maragadhamani;Madan Karky,1/8/21,340362,42,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.552,0.675,5,-8.309,0,0.0455,0.462,0.00123,0.107,0.512,74.936,4
Stereo Hearts (feat. Adam Levine),Stereo Hearts (feat. Adam Levine),Gym Class Heroes;Adam Levine,14/6/11,210960,49,FALSE,,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4
Jawan Title Track,Jawan (TAMIL),Anirudh Ravichander;Raja Kumari,5/9/23,188102,47,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,desi hip hop,hindi hip hop",0.411,0.906,7,-5.866,1,0.366,0.0199,0.000165,0.125,0.317,78.896,3
Pattasa,Jawan (TAMIL),Anirudh Ravichander;Nakash Aziz;Jonita Gandhi;Arivu;Vivek,5/9/23,195230,34,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,bollywood,desi,hindi pop,tamil indie,malayalam hip hop",0.574,0.883,7,-5.713,1,0.215,0.188,0.00000172,0.329,0.818,123.932,4
Faraatta,Jawan,Anirudh Ravichander;Arijit Singh;Jonita Gandhi;Badshah;Kumaar,5/9/23,195381,43,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,hindi pop,bollywood,desi,bangla pop,desi hip hop,hindi hip hop,desi pop",0.705,0.853,7,-5.805,1,0.244,0.192,0,0.353,0.862,92.839,3
Jawan Title Track,Jawan,Anirudh Ravichander;Raja Kumari,5/9/23,188102,53,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,desi hip hop,hindi hip hop",0.411,0.906,7,-5.866,1,0.366,0.0199,0.000165,0.125,0.317,78.896,3
Aararaari Raaro,Jawan,Anirudh Ravichander;Deepthi Suresh;Irshad Kamil,5/9/23,278155,42,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,bollywood,hindi pop,desi",0.32,0.633,3,-6.293,1,0.0358,0.0951,0.0000161,0.08,0.666,132.047,3
Aasai Aasai,Maaveeran (Original Motion Picture Soundtrack),M.M. Keeravani;R. Jayadev;Janaki Iyer,18/1/11,289733,39,FALSE,"kollywood,tamil dance,tamil pop",0.534,0.799,0,-6.256,1,0.12,0.393,0.000922,0.174,0.505,77.071,4
Main Hoon Don,Don,Shaan,31/8/06,330133,51,FALSE,"bollywood,hindi pop,desi,desi pop,bangla pop",0.651,0.687,9,-8.674,1,0.0445,0.0167,0.0000186,0.0809,0.186,120.015,4
Don The Theme,Don,Shankar-Ehsaan-Loy,31/8/06,249146,37,FALSE,"bollywood,sufi,desi,hindi pop",0.624,0.52,11,-11.572,0,0.0312,0.0135,0.829,0.463,0.0748,120.013,4
"Mathew Theme (From ""Jailer"")","Mathew Theme (From ""Jailer"")",Anirudh Ravichander,8/9/23,129373,45,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.587,0.862,6,-5.613,0,0.0321,0.152,0.916,0.13,0.496,105.994,4
Aaj Ki Raat,Don,Alisha Chinai;Mahalakshmi Iyer;Sonu Nigam,31/8/06,368480,60,FALSE,"bollywood,desi,hindi pop,desi pop,kannada pop,sandalwood,marathi pop",0.738,0.823,1,-6.966,0,0.0658,0.00992,0.00627,0.0871,0.923,137,4
Baazigar,Gunehgar,DIVINE;Armani White,10/11/22,169014,60,TRUE,"hindi hip hop,desi hip hop,punjabi hip hop,punjabi pop",0.816,0.767,5,-3.592,1,0.323,0.0346,0,0.228,0.835,141.769,4
"Ram Siya Ram (From ""Adipurush"")","Ram Siya Ram (From ""Adipurush"")",Sachet-Parampara;Sachet Tandon;Parampara Tandon;Manoj Muntashir,29/5/23,230092,66,FALSE,"bhajan,hindi pop,bollywood,devotional,desi pop",0.426,0.617,1,-6.377,0,0.0278,0.599,0.0000625,0.181,0.52,81.982,4
Theme Music,Billa (Original Motion Picture Soundtrack),Yuvan Shankar Raja,14/12/07,105586,42,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop",0.526,0.882,2,-5.421,1,0.0453,0.00306,0.847,0.107,0.584,140.014,4
"Tiger Transformation (From ""Jailer"")","Tiger Transformation (From ""Jailer"")",Anirudh Ravichander,7/9/23,265741,36,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.531,0.755,2,-6.622,0,0.0662,0.283,0.291,0.211,0.203,101.966,4
Vaaya Veera,Kanchana 2,Shakthisree Gopalan;Leon James,15/1/15,277861,66,FALSE,"tamil pop,kollywood,tollywood,telugu pop",0.577,0.663,5,-5.63,1,0.0582,0.7,0,0.1,0.432,149.828,4
World of Mark Antony,Mark Antony (Original Motion Picture Soundtrack),G. V. Prakash,13/9/23,62000,34,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood",0.565,0.915,8,-10.641,1,0.063,0.114,0.0805,0.202,0.341,150.022,4
"Aradhya (From ""Kushi"") (Tamil)","Aradhya (From ""Kushi"") (Tamil)",Hesham Abdul Wahab;Chinmayi;Madhan Karky,12/7/23,282500,49,FALSE,"mollywood,malayalam pop,tollywood,telugu pop,tamil pop,marathi pop,kollywood,bollywood,tamil dance",0.588,0.73,2,-5.526,1,0.0347,0.618,0.0000333,0.102,0.415,107.923,4
En Rojaa Neeye,"En Rojaa Neeye (From ""Kushi"") (Tamil)",Hesham Abdul Wahab,9/5/23,243947,52,FALSE,"mollywood,malayalam pop,tollywood,telugu pop",0.647,0.693,10,-6.327,0,0.0378,0.325,0,0.078,0.674,95.049,4
Way Up,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Jaden,14/12/18,153773,59,FALSE,,0.585,0.941,10,-3.278,0,0.145,0.03,0.0000083,0.196,0.451,130.024,4
"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Nicki Minaj;Anuel AA;Bantu,14/12/18,174893,58,FALSE,"reggaeton,trap latino,urbano latino,latin,afro house",0.766,0.881,9,-5.158,0,0.137,0.0166,0.0000023,0.347,0.674,112.029,5
Invincible,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Aminé,14/12/18,196386,58,FALSE,,0.759,0.6,5,-4.391,0,0.29,0.145,0.000237,0.104,0.458,86.964,4
Start a Riot,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Duckwrth;Shaboozey,14/12/18,171466,64,FALSE,,0.728,0.727,2,-3.585,1,0.206,0.0128,0,0.0882,0.891,143.144,4
Hide (feat. Seezyn),Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Juice WRLD;Seezyn,14/12/18,205800,74,FALSE,"melodic rap,emo rap",0.715,0.638,5,-5.017,0,0.0751,0.0616,0,0.157,0.151,149.999,4
Memories,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Thutmose,14/12/18,199146,56,FALSE,,0.567,0.651,5,-7.146,0,0.0554,0.0519,0,0.183,0.518,93.989,4
Save The Day (feat. Coi Leray & LouGotCash),Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Ski Mask The Slump God;Jacquees;Coi Leray;LouGotCash,14/12/18,178720,53,FALSE,"r&b,trap soul,sexy drill",0.871,0.751,6,-8.042,0,0.0789,0.00403,0,0.0853,0.788,139.984,4
Let Go,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Beau Young Prince,14/12/18,177653,60,FALSE,,0.764,0.725,7,-8.812,1,0.0575,0.463,0.00000738,0.109,0.0794,100.064,4
Scared of the Dark (feat. XXXTENTACION),Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Lil Wayne;Ty Dolla $ign;XXXTENTACION,14/12/18,233000,71,FALSE,"rap,hip hop,trap soul,emo rap",0.549,0.625,0,-6.717,0,0.0682,0.0485,0,0.239,0.158,79.949,4
"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)",Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),DJ Khalil;Denzel Curry;Cordae;SWAVAY;Trevor Rich,14/12/18,219400,60,FALSE,,0.552,0.935,6,-4.847,0,0.316,0.174,0,0.514,0.662,129.097,4
Home,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Vince Staples;Richie Kohan,14/12/18,211360,57,FALSE,,0.606,0.737,10,-5.597,0,0.0547,0.00608,0.111,0.11,0.349,118.018,4
Sandi Muni,Kanchana 2,Haricharan;Leon James,15/1/15,280410,38,FALSE,"mollywood,tamil pop,tollywood,telugu pop,malayalam pop,kollywood,tamil dance,kannada pop",0.72,0.985,0,-4.036,1,0.178,0.226,0,0.0834,0.333,91.961,4
Kodiyavanin Kadhaya,Kanchana,Sriram;M.L.R. Karthikeyan,2/5/11,259092,44,FALSE,"tamil dance,tollywood,telugu pop,tamil pop",0.828,0.969,4,-7.386,0,0.142,0.676,0.00139,0.133,0.499,106.462,3
Karuppu Perazhaga,Kanchana,Sichith;Dharshana,2/5/11,299413,66,FALSE,"tamil dance,tamil pop",0.87,0.906,10,-7.386,0,0.18,0.697,0.00482,0.0971,0.864,125.028,4
The Hills,Beauty Behind The Madness,The Weeknd,28/8/15,242253,88,TRUE,,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,4
Un Paarvayil,Ethir Neechal (Original Motion Picture Soundtrack),Anirudh Ravichander;Vivek Siva,15/12/12,101133,54,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.562,0.673,7,-8.184,0,0.0679,0.457,0.0299,0.109,0.319,95.075,4
Velicha Poove,Ethir Neechal (Original Motion Picture Soundtrack),Anirudh Ravichander;Shreya Ghoshal;Mohit Chauhan;Vaali,15/12/12,312280,64,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,bollywood,hindi pop,desi,kannada pop,marathi pop,bangla pop,sufi",0.526,0.701,5,-6.574,0,0.0552,0.444,0.00000274,0.0883,0.683,79.744,4
Trapped in a Dream,Trapped in a Dream,RudyWade,24/3/23,111910,56,FALSE,,0.761,0.659,2,-3.078,1,0.0433,0.218,0,0.0919,0.563,89.048,4
"Danger Zone - From ""Top Gun"" Original Soundtrack",Top Gun - Motion Picture Soundtrack (Special Expanded Edition),Kenny Loggins,1/1/99,216133,63,FALSE,yacht rock,0.552,0.871,3,-7.251,0,0.0369,0.154,0.00000112,0.142,0.737,156.786,4
"Take My Breath Away - Love Theme from ""Top Gun""",Top Gun - Motion Picture Soundtrack (Special Expanded Edition),Berlin,1/1/99,255733,75,FALSE,,0.497,0.719,6,-9.397,1,0.0266,0.0613,0,0.411,0.547,95.769,4
"Glimpse of Antony Das (From ""Leo"")","Glimpse of Antony Das (From ""Leo"")",Anirudh Ravichander,4/8/23,40223,47,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.497,0.572,10,-10.695,0,0.112,0.18,0.594,0.134,0.0726,179.152,3
Karuppu Vellai,Vikram Vedha (Original Motion Picture Soundtrack),Sivam;Sam C.S.,19/6/17,195818,55,FALSE,"telugu pop,tollywood,tamil hip hop,tamil pop,kollywood,malayalam hip hop,malayalam pop",0.425,0.595,2,-8.296,1,0.0533,0.437,0.000826,0.0958,0.0892,109.91,4
"Varman Theme (From ""Jailer"")","Varman Theme (From ""Jailer"")",Anirudh Ravichander,19/9/23,82750,43,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.628,0.699,10,-7.834,0,0.0642,0.507,0.626,0.192,0.0396,108.153,4
"Narasimha Theme (From ""Jailer"")","Narasimha Theme (From ""Jailer"")",Anirudh Ravichander,8/9/23,63000,38,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.694,0.868,10,-2.95,0,0.0457,0.275,0.962,0.105,0.624,77.06,4
"Kaaki Sattai (From ""Kaaki Sattai"")",Rockstar Anirudh Special,Anirudh Ravichander;Vishal Dadlani;Na.Muthukumar,24/2/23,223295,16,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,bollywood,desi,hindi pop",0.711,0.962,2,-5.1,1,0.181,0.121,0,0.688,0.613,109.996,4
"Kadhal Kan Kattudhe (From ""Kaaki Sattai"")",Rockstar Anirudh Special,Anirudh Ravichander;Yuvabharathi;Shakthishree Gopalan,24/2/23,256734,26,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.623,0.545,2,-5.628,0,0.0302,0.554,0,0.149,0.566,139.55,3
"Im so cool (From ""Kaaki Sattai"")",Rockstar Anirudh Special,Anirudh Ravichander;Arunraja Kamaraj;Sivakarthikeyan,24/2/23,229431,19,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.638,0.888,6,-5.568,1,0.16,0.424,0,0.175,0.793,87.52,4
"Kattikida (From ""Kaaki Sattai"")",Rockstar Anirudh Special,Anirudh Ravichander;Anthony Daasan;Manasi;Anita,24/2/23,267096,18,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,kannada pop",0.7,0.779,6,-4.993,0,0.301,0.279,0,0.387,0.909,154.99,4
The Trooper Theme,Rockstar Anirudh Special,Anirudh Ravichander,24/2/23,55821,15,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.724,0.725,8,-7.097,0,0.148,0.0497,0.00353,0.355,0.146,105.174,1
Shake That,Rockstar Anirudh Special,Anirudh Ravichander;Arunraja Kamaraj,24/2/23,183374,18,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.825,0.857,1,-4.852,1,0.185,0.204,0.00000856,0.343,0.879,99.943,4
Kaaki Sattai Theme Music,Rockstar Anirudh Special,Anirudh Ravichander,24/2/23,47181,17,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.663,0.936,8,-5.516,1,0.216,0.00687,0.418,0.21,0.592,109.729,4
"Badass (From ""Leo"")","Badass (From ""Leo"")",Anirudh Ravichander;Vishnu Edavan,28/9/23,229677,64,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.623,0.872,6,-5.192,1,0.0817,0.00735,0,0.378,0.545,93.019,4
Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,6/6/08,242373,87,FALSE,,0.486,0.617,5,-7.115,0,0.0287,0.0954,0.00000323,0.109,0.417,138.015,4
Eiffel Melay,Thozha,Ranjith Govind;Suchithra,26/2/16,227395,44,FALSE,"tamil dance,telugu pop,tollywood,tamil pop,kollywood",0.829,0.63,2,-7.273,1,0.0639,0.107,0.00000384,0.0882,0.706,95.001,4
Manmadhane Nee,Manmadhan (Original Motion Picture Soundtrack),Yuvan Shankar Raja;Sadhana Sargam,1/7/04,272135,62,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,bollywood",0.678,0.791,5,-6.643,0,0.0486,0.355,0.000108,0.36,0.415,90.009,4
"Anbenum (From ""Leo"")","Anbenum (From ""Leo"")",Anirudh Ravichander;Lothika,11/10/23,214330,53,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,desi pop,hindi indie,indian indie",0.272,0.551,5,-12.316,1,0.0486,0.744,0.0157,0.0919,0.406,167.495,4
Smooth Operator,Diamond Life,Sade,16/7/84,298893,63,FALSE,,0.794,0.559,9,-6.491,0,0.0319,0.367,0.0107,0.0371,0.963,119.81,4
Under The Influence,Under The Influence,Chris Brown,6/9/22,184203,47,TRUE,r&b,0.753,0.576,9,-8.86,0,0.0358,0.0191,0.000119,0.238,0.38,116.928,4
Co2,The Way That Lovers Do,Prateek Kuhad,20/5/22,163653,73,FALSE,"indian indie,hindi indie",0.533,0.678,1,-5.244,1,0.0256,0.663,0,0.145,0.683,80.96,4
Scam 1992 Theme Music,Scam 1992 Theme Music,Achint,9/10/20,86238,46,FALSE,"gujarati garba,gujarati pop",0.517,0.487,4,-11.434,0,0.0242,0.0046,0.245,0.347,0.505,87.022,4
Un Mela Aasadhaan,Aayirathil Oruvan (Original Motion Picture Soundtrack),G. V. Prakash;Dhanush;Aishwarya R Dhanush;Andrea Jeremiah;Selvaraghavan,10/6/09,271746,64,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood",0.732,0.563,10,-10.155,0,0.128,0.191,0.000141,0.0759,0.563,169.943,4
"Hua Main (From ""ANIMAL"")","Hua Main (From ""ANIMAL"")",Raghav Chaitanya;Manoj Muntashir;Pritam,11/10/23,277021,69,FALSE,"hindi indie,hindi pop,indian indie,bhajan,bollywood,devotional,desi",0.371,0.664,5,-5.027,1,0.0318,0.566,0.0000254,0.159,0.672,187.629,3
"Thodi Jagah (From ""Marjaavaan"")","Thodi Jagah (From ""Marjaavaan"")",Arijit Singh;Tanishk Bagchi;Rashmi Virag,18/10/19,218048,69,FALSE,"hindi pop,bollywood,desi,bangla pop,desi pop,gujarati garba",0.621,0.467,0,-4.835,0,0.0273,0.632,0,0.0888,0.227,107.164,4
Therapy,"tick, tick... BOOM! (Soundtrack from the Netflix Film)",Andrew Garfield;Vanessa Hudgens,12/11/21,164163,58,FALSE,musicals,0.554,0.593,0,-5.492,1,0.215,0.207,0,0.0529,0.618,147.743,3
"Mayava Chayava (From ""Iravin Nizhal - Telugu"")","Mayava Chayava (From ""Iravin Nizhal - Telugu"")",A.R. Rahman;Shreya Ghoshal;Rakendu Mouli,6/6/22,248651,17,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,kannada pop,marathi pop,bangla pop,telugu pop",0.483,0.304,9,-10.81,1,0.0369,0.937,0.0000232,0.0751,0.322,136.056,3
